college_name,department,cutoff_oc,cutoff_bc,cutoff_mbc,cutoff_bcm,cutoff_sc,cutoff_st,cutoff_sca
"G.K.M. College of Engineering and Technology - Perungalathur,Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),93.0,88.5,,,,,
I.F.E.T. College of Engineering - Villupuram,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,158.5,131.0,144.0,128.5,112.5,122.5,
I.F.E.T. College of Engineering - Villupuram,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,152.0,125.5,138.0,136.0,104.5,,
I.F.E.T. College of Engineering - Villupuram,COMPUTER SCIENCE AND ENGINEERING,167.0,139.0,144.5,144.5,107.0,,
I.F.E.T. College of Engineering - Villupuram,ELECTRONICS AND COMMUNICATION ENGINEERING,147.0,113.0,139.0,99.0,107.0,108.0,
I.F.E.T. College of Engineering - Villupuram,ELECTRICAL AND ELECTRONICS ENGINEERING,133.0,103.0,124.5,,96.5,,
I.F.E.T. College of Engineering - Villupuram,INFORMATION TECHNOLOGY,154.5,130.5,142.5,139.0,104.0,,
I.F.E.T. College of Engineering - Villupuram,MECHANICAL ENGINEERING,118.0,87.0,101.0,87.0,101.5,,
I.F.E.T. College of Engineering - Villupuram,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),146.0,121.5,137.0,134.5,90.0,,
Karpaga Vinayaga College of Engineering and Technology - Kancheepuram (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,148.0,128.5,124.5,,101.0,,
Karpaga Vinayaga College of Engineering and Technology - Kancheepuram (Dist),BIO MEDICAL ENGINEERING,117.0,97.0,103.0,85.0,102.0,,
Karpaga Vinayaga College of Engineering and Technology - Kancheepuram (Dist),BIO TECHNOLOGY,125.5,100.0,99.0,111.0,89.5,120.5,
Karpaga Vinayaga College of Engineering and Technology - Kancheepuram (Dist),CIVIL ENGINEERING,89.0,,,,,,
Karpaga Vinayaga College of Engineering and Technology - Kancheepuram (Dist),COMPUTER SCIENCE AND ENGINEERING,143.0,130.5,118.5,115.0,118.5,101.0,130.0
Karpaga Vinayaga College of Engineering and Technology - Kancheepuram (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,147.0,129.0,106.0,131.0,108.0,,
Karpaga Vinayaga College of Engineering and Technology - Kancheepuram (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,90.0,,80.0,,,,
Karpaga Vinayaga College of Engineering and Technology - Kancheepuram (Dist),MECHANICAL ENGINEERING,89.5,,,,,,
Karpaga Vinayaga College of Engineering and Technology - Kancheepuram (Dist),ROBOTICS AND AUTOMATION,112.0,91.5,99.0,,,,
"Madha Engineering College - Kunrathur, Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,150.5,129.5,118.5,,113.0,,
"Madha Engineering College - Kunrathur, Chennai [Kanchipuram(Dist)]",AERONAUTICAL ENGINEERING,110.5,,,,,,
"Madha Engineering College - Kunrathur, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),125.0,100.5,,,,,
"Madha Engineering College - Kunrathur, Chennai [Kanchipuram(Dist)]",BIO MEDICAL ENGINEERING,124.5,,86.0,,104.0,,
"Madha Engineering College - Kunrathur, Chennai [Kanchipuram(Dist)]",BIO TECHNOLOGY,125.0,121.0,107.5,,115.5,,
"Madha Engineering College - Kunrathur, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND BUSSINESS SYSTEM,98.0,,,,,,
"Madha Engineering College - Kunrathur, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,141.0,93.0,98.5,124.0,119.0,,
"Madha Engineering College - Kunrathur, Chennai [Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,118.0,94.5,105.0,,,,
"Madha Engineering College - Kunrathur, Chennai [Kanchipuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,90.5,,,,,,
"Madha Engineering College - Kunrathur, Chennai [Kanchipuram(Dist)]",INFORMATION TECHNOLOGY,134.5,118.0,117.5,,100.5,,
"Madha Engineering College - Kunrathur, Chennai [Kanchipuram(Dist)]",MECHANICAL ENGINEERING,92.0,,,,,,
Mailam Engineering College - Villupuram,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,163.5,131.5,143.5,124.0,93.0,,106.5
Mailam Engineering College - Villupuram,COMPUTER SCIENCE AND BUSSINESS SYSTEM,136.5,106.0,133.0,119.0,93.5,,
Mailam Engineering College - Villupuram,CIVIL ENGINEERING,101.5,85.5,87.0,,85.0,,
Mailam Engineering College - Villupuram,COMPUTER SCIENCE AND ENGINEERING,163.5,141.5,148.0,132.0,134.5,,
Mailam Engineering College - Villupuram,ELECTRONICS AND COMMUNICATION ENGINEERING,142.5,96.5,136.0,108.0,87.0,,
Mailam Engineering College - Villupuram,ELECTRICAL AND ELECTRONICS ENGINEERING,128.0,91.0,115.5,,85.5,,
Mailam Engineering College - Villupuram,INFORMATION TECHNOLOGY,155.0,124.5,142.5,131.5,131.0,,
Mailam Engineering College - Villupuram,MECHANICAL ENGINEERING,97.5,,85.0,,82.5,,
Sri Venkateswaraa College of Technology- Kanchipuram Dt,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,142.5,98.0,113.0,124.5,108.5,,120.5
Sri Venkateswaraa College of Technology- Kanchipuram Dt,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),97.5,94.5,92.0,,,,
Sri Venkateswaraa College of Technology- Kanchipuram Dt,COMPUTER SCIENCE AND BUSSINESS SYSTEM,87.5,,,,,,
Sri Venkateswaraa College of Technology- Kanchipuram Dt,COMPUTER SCIENCE AND DESIGN,88.5,,,,,,
Sri Venkateswaraa College of Technology- Kanchipuram Dt,COMPUTER SCIENCE AND ENGINEERING,149.0,93.0,80.0,141.0,93.0,,
Sri Venkateswaraa College of Technology- Kanchipuram Dt,ELECTRONICS AND COMMUNICATION (ADVANCED COMMUNICATION TECHNOLOGY),108.5,,,,,,
Sri Venkateswaraa College of Technology- Kanchipuram Dt,ELECTRONICS AND COMMUNICATION ENGINEERING,142.0,128.0,118.5,93.0,98.5,,
Sri Venkateswaraa College of Technology- Kanchipuram Dt,ELECTRICAL AND ELECTRONICS ENGINEERING,119.0,,,,,,
Sri Venkateswaraa College of Technology- Kanchipuram Dt,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),103.0,,,,,,
Sri Venkateswaraa College of Technology- Kanchipuram Dt,INFORMATION TECHNOLOGY,137.5,120.5,101.0,125.5,99.0,,
Sri Venkateswaraa College of Technology- Kanchipuram Dt,MECHANICAL ENGINEERING,94.5,,,,82.5,,
Sri Venkateswaraa College of Technology- Kanchipuram Dt,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),87.0,,,,,,
"Prince Shri Venkateshwara Padmavathy Engineering College - Medavakkam-Mambakkam Road, Chennai[Kanchipuram(Dist)]",CIVIL ENGINEERING,118.5,,,,,,
"Prince Shri Venkateshwara Padmavathy Engineering College - Medavakkam-Mambakkam Road, Chennai[Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,193.0,191.0,190.0,192.0,187.0,185.5,
"Prince Shri Venkateshwara Padmavathy Engineering College - Medavakkam-Mambakkam Road, Chennai[Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,185.0,152.5,148.5,146.0,103.0,,
"Prince Shri Venkateshwara Padmavathy Engineering College - Medavakkam-Mambakkam Road, Chennai[Kanchipuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,154.5,148.5,121.0,,108.5,,
"Prince Shri Venkateshwara Padmavathy Engineering College - Medavakkam-Mambakkam Road, Chennai[Kanchipuram(Dist)]",INFORMATION TECHNOLOGY,192.0,188.5,188.0,183.0,121.0,,
"Prince Shri Venkateshwara Padmavathy Engineering College - Medavakkam-Mambakkam Road, Chennai[Kanchipuram(Dist)]",MECHANICAL ENGINEERING,125.5,113.5,101.0,,,,
T.S.M. Jain College of Technology- Villupuram Dist,CIVIL ENGINEERING,83.75,,,,,,
"Sakthi Engineering College - Thiruninravur,Poonamallee ,Chennai",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,113.5,86.0,83.5,99.5,99.0,,
"Sakthi Engineering College - Thiruninravur,Poonamallee ,Chennai",BIO MEDICAL ENGINEERING,84.0,,,,,,
"Sakthi Engineering College - Thiruninravur,Poonamallee ,Chennai",BIO TECHNOLOGY,122.5,,,,,,
"Sakthi Engineering College - Thiruninravur,Poonamallee ,Chennai",COMPUTER SCIENCE AND ENGINEERING,105.0,87.5,83.0,,89.0,,
"Sakthi Engineering College - Thiruninravur,Poonamallee ,Chennai",MECHANICAL ENGINEERING,87.5,,,,,,
"Sakthi Engineering College - Thiruninravur,Poonamallee ,Chennai",PHARMACEUTICAL TECHNOLOGY,97.5,,,,,,
"Sakthi Engineering College - Thiruninravur,Poonamallee ,Chennai",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),81.0,,,,,,
"Sri Sairam Engineering College - West Tambaram, Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,181.0,176.0,174.0,173.5,154.0,,113.5
"Sri Sairam Engineering College - West Tambaram, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),179.0,174.0,172.0,169.0,144.0,122.5,
"Sri Sairam Engineering College - West Tambaram, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND BUSSINESS SYSTEM,175.0,169.5,169.5,163.5,139.5,,132.0
"Sri Sairam Engineering College - West Tambaram, Chennai [Kanchipuram(Dist)]",CIVIL ENGINEERING,155.0,142.0,128.0,128.5,116.0,,131.5
"Sri Sairam Engineering College - West Tambaram, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (INTERNET OF THINGS),177.5,171.0,168.5,166.0,140.5,,
"Sri Sairam Engineering College - West Tambaram, Chennai [Kanchipuram(Dist)]",M.TECH. COMPUTER SCIENCE AND ENGINEERING (INTEGRATED 5 YEARS),174.5,170.0,165.0,164.5,140.0,,135.5
"Sri Sairam Engineering College - West Tambaram, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,186.0,181.0,178.5,178.5,160.5,107.0,127.0
"Sri Sairam Engineering College - West Tambaram, Chennai [Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,182.5,177.5,172.0,173.5,149.5,116.5,
"Sri Sairam Engineering College - West Tambaram, Chennai [Kanchipuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,172.5,165.0,162.0,164.0,134.5,,
"Sri Sairam Engineering College - West Tambaram, Chennai [Kanchipuram(Dist)]",ELECTRONICS AND INSTRUMENTATION ENGINEERING,167.5,163.0,156.5,160.0,130.0,,
"Sri Sairam Engineering College - West Tambaram, Chennai [Kanchipuram(Dist)]",INFORMATION TECHNOLOGY,181.0,176.0,174.5,169.5,147.0,,100.5
"Sri Sairam Engineering College - West Tambaram, Chennai [Kanchipuram(Dist)]",ELECTRONICS INSTRUMENTATION AND CONTROL ENGINEERING,165.5,160.0,154.5,151.5,122.5,,
"Sri Sairam Engineering College - West Tambaram, Chennai [Kanchipuram(Dist)]",MECHANICAL ENGINEERING,164.0,151.0,149.0,148.0,121.0,,
"Sri Sairam Engineering College - West Tambaram, Chennai [Kanchipuram(Dist)]",MECHANICAL AND AUTOMATION ENGINEERING,155.0,144.5,136.5,137.5,119.0,,
"Sri Sairam Engineering College - West Tambaram, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),179.0,174.0,175.0,172.5,154.5,,113.0
"Tagore Engineering College - Vandalur, Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,153.0,127.5,122.5,96.0,117.0,,
"Tagore Engineering College - Vandalur, Chennai [Kanchipuram(Dist)]",AERONAUTICAL ENGINEERING,131.0,102.0,119.5,,83.5,,
"Tagore Engineering College - Vandalur, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,152.0,136.0,114.5,115.0,118.5,,
"Tagore Engineering College - Vandalur, Chennai [Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,146.0,130.0,107.5,132.0,119.0,,
"Tagore Engineering College - Vandalur, Chennai [Kanchipuram(Dist)]",INFORMATION TECHNOLOGY,146.5,126.0,127.5,123.0,114.0,,
"Tagore Engineering College - Vandalur, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),134.5,122.0,102.0,134.0,104.0,,
V.R.S. College of Engineering and Technology - Villupuram,CIVIL ENGINEERING,95.0,82.0,83.0,,86.0,,
V.R.S. College of Engineering and Technology - Villupuram,COMPUTER SCIENCE AND ENGINEERING,135.0,98.0,125.5,96.5,108.0,,107.5
V.R.S. College of Engineering and Technology - Villupuram,ELECTRONICS AND COMMUNICATION ENGINEERING,124.0,85.5,114.5,88.5,105.0,,88.5
V.R.S. College of Engineering and Technology - Villupuram,ELECTRICAL AND ELECTRONICS ENGINEERING,107.0,81.0,83.0,,94.0,,
V.R.S. College of Engineering and Technology - Villupuram,INFORMATION TECHNOLOGY,140.5,97.5,133.0,,117.0,,
V.R.S. College of Engineering and Technology - Villupuram,MECHANICAL ENGINEERING,104.0,,88.0,,87.5,,
"Valliammai Engineering College - Kattankulathur, Kancheepuram (Dist)",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,179.5,172.0,172.0,163.0,150.5,150.0,134.5
"Valliammai Engineering College - Kattankulathur, Kancheepuram (Dist)",AGRICULTURAL ENGINEERING,121.5,104.5,106.0,106.5,106.5,,
"Valliammai Engineering College - Kattankulathur, Kancheepuram (Dist)",CIVIL ENGINEERING,153.5,132.5,135.5,115.5,115.0,,93.0
"Valliammai Engineering College - Kattankulathur, Kancheepuram (Dist)",COMPUTER SCIENCE AND ENGINEERING,182.0,174.5,177.0,175.0,158.0,,126.0
"Valliammai Engineering College - Kattankulathur, Kancheepuram (Dist)",CYBER SECURITY,175.0,168.5,166.0,169.5,145.5,,152.0
"Valliammai Engineering College - Kattankulathur, Kancheepuram (Dist)",ELECTRONICS AND COMMUNICATION ENGINEERING,173.5,168.0,167.0,167.5,142.5,,
"Valliammai Engineering College - Kattankulathur, Kancheepuram (Dist)",ELECTRICAL AND ELECTRONICS ENGINEERING,164.5,159.5,156.5,151.5,135.5,146.0,
"Valliammai Engineering College - Kattankulathur, Kancheepuram (Dist)",ELECTRONICS AND INSTRUMENTATION ENGINEERING,162.0,153.0,152.5,157.0,120.5,,
"Valliammai Engineering College - Kattankulathur, Kancheepuram (Dist)",INFORMATION TECHNOLOGY,176.0,171.5,169.5,171.0,151.5,,104.5
"Valliammai Engineering College - Kattankulathur, Kancheepuram (Dist)",MEDICAL ELECTRONICS ENGINEERING,142.0,125.5,115.0,129.0,108.5,,
"Valliammai Engineering College - Kattankulathur, Kancheepuram (Dist)",MECHANICAL ENGINEERING,154.0,142.5,136.0,153.5,112.5,92.0,
Asan Memorial College of Engineering and Technology - Chengalpet [Kanchipuram(Dist)],ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,85.5,,,,,,
Asan Memorial College of Engineering and Technology - Chengalpet [Kanchipuram(Dist)],COMPUTER SCIENCE AND ENGINEERING,127.0,92.0,84.0,,,,
Asan Memorial College of Engineering and Technology - Chengalpet [Kanchipuram(Dist)],ELECTRONICS AND COMMUNICATION ENGINEERING,108.0,,,,,,
Asan Memorial College of Engineering and Technology - Chengalpet [Kanchipuram(Dist)],ELECTRICAL AND ELECTRONICS ENGINEERING,95.0,,,,,,
Asan Memorial College of Engineering and Technology - Chengalpet [Kanchipuram(Dist)],INFORMATION TECHNOLOGY,114.5,,,,,,
Asan Memorial College of Engineering and Technology - Chengalpet [Kanchipuram(Dist)],MECHANICAL ENGINEERING,101.5,,,,,,
Asan Memorial College of Engineering and Technology - Chengalpet [Kanchipuram(Dist)],COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),131.0,,,,,,
"Dhaanish Ahmed College of Engineering - Padappai, Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,147.0,101.5,118.0,144.5,96.0,,
"Dhaanish Ahmed College of Engineering - Padappai, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND BUSSINESS SYSTEM,141.0,125.5,132.5,137.0,,,
"Dhaanish Ahmed College of Engineering - Padappai, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,152.0,108.0,92.5,144.5,102.0,,135.0
"Dhaanish Ahmed College of Engineering - Padappai, Chennai [Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,144.5,100.5,109.5,143.0,119.0,,
"Dhaanish Ahmed College of Engineering - Padappai, Chennai [Kanchipuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,129.5,105.0,105.0,128.5,98.0,,
"Dhaanish Ahmed College of Engineering - Padappai, Chennai [Kanchipuram(Dist)]",PETROLEUM ENGINEERING,120.5,104.5,102.5,,113.0,,
"Dhaanish Ahmed College of Engineering - Padappai, Chennai [Kanchipuram(Dist)]",ROBOTICS AND AUTOMATION,135.0,88.5,113.5,,85.0,,
"Sri Ramanujar Engineering College - Vandalur,Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,129.0,104.5,94.5,114.5,85.0,,
"Sri Ramanujar Engineering College - Vandalur,Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND BUSSINESS SYSTEM,103.0,80.0,88.0,,95.5,,
"Sri Ramanujar Engineering College - Vandalur,Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,129.5,112.0,107.5,,92.5,,125.5
"Sri Ramanujar Engineering College - Vandalur,Chennai [Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,122.0,97.0,104.0,112.0,81.0,,
"Sri Ramanujar Engineering College - Vandalur,Chennai [Kanchipuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,106.0,82.0,100.0,,94.5,,
"Sri Ramanujar Engineering College - Vandalur,Chennai [Kanchipuram(Dist)]",INFORMATION TECHNOLOGY,121.0,80.0,95.5,100.0,91.5,,111.0
"Sri Ramanujar Engineering College - Vandalur,Chennai [Kanchipuram(Dist)]",MECHANICAL ENGINEERING,84.0,84.0,82.0,,,,
"Sri Krishna Engineering College -West Tambaram, Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,97.5,,,,,,
"Sri Krishna Engineering College -West Tambaram, Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,98.0,,,,,,
"Sri Krishna Engineering College -West Tambaram, Chennai [Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,105.0,,,,,,
"Sri Krishna Engineering College -West Tambaram, Chennai [Kanchipuram(Dist)]",FASHION TECHNOLOGY,130.0,,,,,,
"Sri Krishna Engineering College -West Tambaram, Chennai [Kanchipuram(Dist)]",INFORMATION TECHNOLOGY,87.0,,,,,,
E.S. College of Engineering and Technology - Villupuram,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,103.5,,,,,,
E.S. College of Engineering and Technology - Villupuram,COMPUTER SCIENCE AND ENGINEERING,113.5,104.0,102.5,109.0,94.0,,
E.S. College of Engineering and Technology - Villupuram,ELECTRONICS AND COMMUNICATION ENGINEERING,103.0,,,,,,
E.S. College of Engineering and Technology - Villupuram,INFORMATION TECHNOLOGY,100.0,85.0,90.0,91.0,84.0,,
Maha Bharathi Engineering College - Villupuram,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,108.5,99.0,97.5,,80.5,,101.0
Maha Bharathi Engineering College - Villupuram,CIVIL ENGINEERING,86.0,,,,,,
Maha Bharathi Engineering College - Villupuram,COMPUTER SCIENCE AND ENGINEERING,99.5,89.5,87.5,92.5,84.5,,92.0
Maha Bharathi Engineering College - Villupuram,ELECTRONICS AND COMMUNICATION ENGINEERING,122.5,87.0,86.5,,99.5,,105.0
Maha Bharathi Engineering College - Villupuram,ELECTRICAL AND ELECTRONICS ENGINEERING,107.0,,99.0,,98.5,,87.0
Maha Bharathi Engineering College - Villupuram,MECHANICAL ENGINEERING,104.5,,88.0,,86.0,,84.0
"New Prince Shri Bhavani College of Engineering and Technology - Selaiyur,Tambaram,Chennai [Kanchipuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,142.5,118.0,107.0,112.5,100.5,,114.5
"New Prince Shri Bhavani College of Engineering and Technology - Selaiyur,Tambaram,Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,140.0,106.5,109.5,113.5,93.5,,82.5
"New Prince Shri Bhavani College of Engineering and Technology - Selaiyur,Tambaram,Chennai [Kanchipuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,123.5,83.0,94.5,108.5,81.5,,
"New Prince Shri Bhavani College of Engineering and Technology - Selaiyur,Tambaram,Chennai [Kanchipuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,102.0,98.0,95.0,,94.5,84.0,
"New Prince Shri Bhavani College of Engineering and Technology - Selaiyur,Tambaram,Chennai [Kanchipuram(Dist)]",INFORMATION TECHNOLOGY,138.5,96.0,114.0,127.0,99.5,,
"New Prince Shri Bhavani College of Engineering and Technology - Selaiyur,Tambaram,Chennai [Kanchipuram(Dist)]",MECHANICAL ENGINEERING,95.5,87.5,,,80.5,,
"New Prince Shri Bhavani College of Engineering and Technology - Selaiyur,Tambaram,Chennai [Kanchipuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),121.0,92.5,95.5,113.0,86.0,,
"Rajalakshmi Institute of Technology - Kuthambakkam , Chennai[Thiruvallur(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185.0,181.0,177.0,178.5,154.5,105.5,128.5
"Rajalakshmi Institute of Technology - Kuthambakkam , Chennai[Thiruvallur(Dist)]",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),184.5,180.5,177.0,176.5,154.5,104.5,112.0
"Rajalakshmi Institute of Technology - Kuthambakkam , Chennai[Thiruvallur(Dist)]",BIO TECHNOLOGY,174.5,168.0,158.0,157.0,135.5,,
"Rajalakshmi Institute of Technology - Kuthambakkam , Chennai[Thiruvallur(Dist)]",COMPUTER SCIENCE AND BUSSINESS SYSTEM,182.0,178.5,176.5,178.0,142.5,,106.5
"Rajalakshmi Institute of Technology - Kuthambakkam , Chennai[Thiruvallur(Dist)]",COMPUTER AND COMMUNICATION ENGINEERING,183.0,178.5,177.0,179.5,153.0,,
"Rajalakshmi Institute of Technology - Kuthambakkam , Chennai[Thiruvallur(Dist)]",COMPUTER SCIENCE AND ENGINEERING,188.33,184.0,181.0,182.0,158.5,143.5,117.0
"Rajalakshmi Institute of Technology - Kuthambakkam , Chennai[Thiruvallur(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,187.5,184.0,179.0,179.0,163.0,,107.0
"Rajalakshmi Institute of Technology - Kuthambakkam , Chennai[Thiruvallur(Dist)]",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),181.5,176.5,174.0,170.0,131.5,,
"Rajalakshmi Institute of Technology - Kuthambakkam , Chennai[Thiruvallur(Dist)]",MECHANICAL ENGINEERING,172.0,161.5,154.0,157.0,125.5,,
Surya College of Engineering and Technology - Villupuram,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,131.5,86.5,110.5,,96.5,,
Surya College of Engineering and Technology - Villupuram,AERONAUTICAL ENGINEERING,106.0,,,,,,
Surya College of Engineering and Technology - Villupuram,AGRICULTURAL ENGINEERING,122.5,,106.0,,122.0,,91.5
Surya College of Engineering and Technology - Villupuram,COMPUTER SCIENCE AND ENGINEERING,135.0,103.0,102.0,,103.5,,
Surya College of Engineering and Technology - Villupuram,ELECTRONICS AND COMMUNICATION ENGINEERING,85.5,,,,,,
Surya College of Engineering and Technology - Villupuram,ELECTRICAL AND ELECTRONICS ENGINEERING,90.5,,,,,,
Surya College of Engineering and Technology - Villupuram,MECHANICAL ENGINEERING,95.5,,,,,,
Surya College of Engineering and Technology - Villupuram,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),102.0,,88.5,,,,
A.R. Engineering College - Villupuram,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,85.5,,,,,,
A.R. Engineering College - Villupuram,COMPUTER SCIENCE AND ENGINEERING,83.5,,,,,,
A.R. Engineering College - Villupuram,ELECTRONICS AND COMMUNICATION ENGINEERING,121.0,,,,,,
A.R. Engineering College - Villupuram,ELECTRICAL AND ELECTRONICS ENGINEERING,91.5,,,,,,
